업종명,업소명,소재지(도로명),소재지(지번),소재지전화,관리기관전화번호,관리기관명
일반음식점,일품칼국수,"경상북도 구미시 인동중앙로 50, 1층 101-1호 (인의동)",경상북도 구미시 인의동 364-4 1층 101-1호,054-472-9254,054-480-5598,경상북도 구미시청
일반음식점,가으내계전,경상북도 구미시 산호대로 179 (공단동),경상북도 구미시 공단동 262-4 ,054-461-2230,054-480-5598,경상북도 구미시청
일반음식점,박가네왕갈비찜,경상북도 구미시 송원서로 21 (송정동),경상북도 구미시 송정동 35-5 ,054-455-3682,054-480-5598,경상북도 구미시청
일반음식점,선녀와나무꾼,경상북도 구미시 금오산상가길 9-12 (남통동),경상북도 구미시 남통동 291 ,054-456-4399,054-480-5598,경상북도 구미시청
일반음식점,짱구엄마방한정식,"경상북도 구미시 구미중앙로21길 6 (원평동,외 1필지)",경상북도 구미시 원평동 357-1 외 1필지 ,054-451-1598,054-480-5598,경상북도 구미시청
일반음식점,안동갈비식육식당,경상북도 구미시 신시로10길 64 (송정동),경상북도 구미시 송정동 477-5 ,054-444-7480,054-480-5598,경상북도 구미시청
일반음식점,식탁,경상북도 구미시 형곡로7길 11 (형곡동),경상북도 구미시 형곡동 116-10 ,054-458-0555,054-480-5598,경상북도 구미시청
일반음식점,60년,경상북도 구미시 인동중앙로8길 8-1 (인의동),경상북도 구미시 인의동 367-19 ,054-456-1960,054-480-5598,경상북도 구미시청
일반음식점,해금강회타운,경상북도 구미시 형곡로 130-1 (형곡동),경상북도 구미시 형곡동 161-10 ,054-456-2023,054-480-5598,경상북도 구미시청
일반음식점,띵호야반점,"경상북도 구미시 송동로7안길 4 (도량동, 1층)",경상북도 구미시 도량동 141 1층 ,054-444-9595,054-480-5598,경상북도 구미시청
일반음식점,바다조개굽는집,"경상북도 구미시 인동남길 16, 1층 (진평동)",경상북도 구미시 진평동 1037-4 1층 ,054-473-5110,054-480-5598,경상북도 구미시청
일반음식점,가정식백반,경상북도 구미시 구미대로 384-1 (신평동),경상북도 구미시 신평동 168-9 ,,054-480-5598,경상북도 구미시청
일반음식점,한상떡보쌈문어구미본점,"경상북도 구미시 신시로16길 67 (송정동, 1,2층)","경상북도 구미시 송정동 458-1 1,2층 ",054-458-5002,054-480-5598,경상북도 구미시청
일반음식점,청풍추어탕,경상북도 구미시 상사동로 144 (사곡동),경상북도 구미시 사곡동 318-1 ,054-463-4392,054-480-5598,경상북도 구미시청
일반음식점,투다리도량1점,경상북도 구미시 문장로12길 5-4 (도량동),경상북도 구미시 도량동 738-29 ,054-457-5578,054-480-5598,경상북도 구미시청
일반음식점,마요네즈,경상북도 구미시 신시로14길 56-1 (송정동),경상북도 구미시 송정동 479-3 ,054-458-7000,054-480-5598,경상북도 구미시청
일반음식점,황궁쟁반짜장사곡상모임은점,경상북도 구미시 상모로 64 (상모동),경상북도 구미시 상모동 50-1 (31B 1L) ,054-464-2545,054-480-5598,경상북도 구미시청
일반음식점,멕시카나오태점,"경상북도 구미시 금오대로14길 29, 101호 (오태동, 대원가든타운2차)",경상북도 구미시 오태동 758-1 대원가든타운2차 101호,054-464-3735,054-480-5598,경상북도 구미시청
일반음식점,형곡멕시칸치킨호프,"경상북도 구미시 형곡로26길 11-2 (형곡동,102호)",경상북도 구미시 형곡동 294 102호 ,054-458-1555,054-480-5598,경상북도 구미시청
일반음식점,영덕대게전문점,경상북도 구미시 새마을로 10 (형곡동),경상북도 구미시 형곡동 171-3 ,054-458-1614,054-480-5598,경상북도 구미시청
일반음식점,비산지오,경상북도 구미시 비산로5길 26 (비산동),경상북도 구미시 비산동 102-1 ,054-458-8885,054-480-5598,경상북도 구미시청
일반음식점,전성시대,경상북도 구미시 신시로14길 46 (송정동),경상북도 구미시 송정동 471-2 ,054-455-7077,054-480-5598,경상북도 구미시청
일반음식점,귀향촌,경상북도 구미시 형곡로 238-1 (형곡동),경상북도 구미시 형곡동 197-16 ,054-451-2363,054-480-5598,경상북도 구미시청
일반음식점,꼬꾸마시인동점,"경상북도 구미시 여헌로 79, 1층 (인의동)",경상북도 구미시 인의동 426-4 1층 ,054-472-6962,054-480-5598,경상북도 구미시청
일반음식점,다래칼국수,경상북도 구미시 송원서로8길 66 (원평동),경상북도 구미시 원평동 1072 ,054-455-0371,054-480-5598,경상북도 구미시청
일반음식점,산호횟집송정점,경상북도 구미시 신시로16길 91 (송정동),경상북도 구미시 송정동 456-1 ,054-443-8850,054-480-5598,경상북도 구미시청
일반음식점,석산정식당,경상북도 구미시 형곡로31길 13 (형곡동),경상북도 구미시 형곡동 256-5 ,054-451-6755,054-480-5598,경상북도 구미시청
일반음식점,드럼통숯불아나고곰장어도량점,"경상북도 구미시 송동로 73, 대하상가 1층 109,110호 (도량동)","경상북도 구미시 도량동 245-2 대하상가 1층 109,110호 ",054-442-2408,054-480-5598,경상북도 구미시청
일반음식점,황제두마리치킨,"경상북도 구미시 구미대로26길 17-2 (신평동,1층)",경상북도 구미시 신평동 352-21 1층 ,054-461-1123,054-480-5598,경상북도 구미시청
일반음식점,칼국수방,경상북도 구미시 구미중앙로11길 7 (원평동),경상북도 구미시 원평동 120-1 ,054-454-1644,054-480-5598,경상북도 구미시청
일반음식점,교촌치킨인동점,"경상북도 구미시 여헌로 98-1 (인의동,2층)",경상북도 구미시 인의동 341-2 2층 ,054-471-8282,054-480-5598,경상북도 구미시청
일반음식점,고향삼계탕,경상북도 구미시 구미중앙로27길 28 (원평동),경상북도 구미시 원평동 1035-5 ,054-456-1666,054-480-5598,경상북도 구미시청
일반음식점,김해대주촌뒷고기,"경상북도 구미시 인동북길 47, 1층 (인의동)",경상북도 구미시 인의동 844-3 1층 ,054-472-0043,054-480-5598,경상북도 구미시청
일반음식점,청송얼음막걸리형곡점,경상북도 구미시 형곡서로 39 (형곡동),경상북도 구미시 형곡동 305-2 ,054-451-9388,054-480-5598,경상북도 구미시청
일반음식점,싱글벙글복어형곡점,경상북도 구미시 신시로7길 25 (형곡동),경상북도 구미시 형곡동 145-4 ,054-452-7288,054-480-5598,경상북도 구미시청
일반음식점,형제식육점식당,경상북도 구미시 선산대로 65 (지산동),경상북도 구미시 지산동 493-8 ,054-457-3396,054-480-5598,경상북도 구미시청
일반음식점,꼬불꼬불,경상북도 구미시 인동중앙로1길 17 (황상동),경상북도 구미시 황상동 313-5 ,054-471-4113,054-480-5598,경상북도 구미시청
일반음식점,골목포차,경상북도 구미시 신시로10길 87-5 (송정동),경상북도 구미시 송정동 480-21 ,054-455-2029,054-480-5598,경상북도 구미시청
일반음식점,거송순대식당,"경상북도 구미시 백산로5길 17 (송정동,,1층)","경상북도 구미시 송정동 39-1 ,1층 ",054-457-8012,054-480-5598,경상북도 구미시청
일반음식점,원조배신석쇠불고기본점,경상북도 구미시 봉곡로10길 11-2 (봉곡동),경상북도 구미시 봉곡동 109-1 ,054-444-6222,054-480-5598,경상북도 구미시청
일반음식점,별미춘천닭갈비 신평점,"경상북도 구미시 구미대로32길 1 (신평동,1층)",경상북도 구미시 신평동 168-16 1층 ,054-462-2852,054-480-5598,경상북도 구미시청
일반음식점,왕초치킨안동구시장양반찜닭,경상북도 구미시 흥안로1길 13-78 (옥계동),경상북도 구미시 옥계동 565-6 ,054-475-0490,054-480-5598,경상북도 구미시청
일반음식점,설정호프,경상북도 구미시 신시로10길 90 (송정동),경상북도 구미시 송정동 487-1 ,054-457-6250,054-480-5598,경상북도 구미시청
일반음식점,비비큐치킨옥계사랑점,"경상북도 구미시 옥계북로 59, 상가동 104호 (옥계동, 현진에버빌엠파이어아파트)",경상북도 구미시 옥계동 909 현진에버빌엠파이어 상가동104호 ,054-475-9494,054-480-5598,경상북도 구미시청
일반음식점,물레방아,경상북도 구미시 금오산상가길 9-4 (남통동),경상북도 구미시 남통동 270-6 ,054-457-6310,054-480-5598,경상북도 구미시청
일반음식점,선산곱창비산점,"경상북도 구미시 신비로 126, 주1동 1층 (비산동)",경상북도 구미시 비산동 477 1층 주1동 ,054-465-9203,054-480-5598,경상북도 구미시청
일반음식점,오븐마루송정점,경상북도 구미시 신시로16길 65 (송정동),경상북도 구미시 송정동 459-10 ,054-444-5300,054-480-5598,경상북도 구미시청
일반음식점,해와달,경상북도 구미시 부곡1길 38-2 (부곡동),경상북도 구미시 부곡동 511 ,054-452-1117,054-480-5598,경상북도 구미시청
일반음식점,종가집찜닭도량봉곡원호문성점,"경상북도 구미시 개화길 27 (도량동,1층)",경상북도 구미시 도량동 792-283 1층 ,054-444-3122,054-480-5598,경상북도 구미시청
일반음식점,수치킨호프,경상북도 구미시 산업로22길 18 (원평동),경상북도 구미시 원평동 1033-22 ,054-451-1713,054-480-5598,경상북도 구미시청
일반음식점,소문난한분식,"경상북도 구미시 흥안로 35, 상가2동 107호 (옥계동, 동화타운)",경상북도 구미시 옥계동 545 동화타운상가 2동 107호,054-475-8168,054-480-5598,경상북도 구미시청
일반음식점,삼삼식육식당,경상북도 구미시 고아읍 선산대로 1061,경상북도 구미시 고아읍 오로리 170 ,,054-480-5598,경상북도 구미시청
일반음식점,오태홍콩반점,"경상북도 구미시 금오대로16길 39, 1층 109호 (오태동)",경상북도 구미시 오태동 759-6 1층 109호,054-464-9833,054-480-5598,경상북도 구미시청
일반음식점,아빠의청춘,"경상북도 구미시 형곡로20길 4 (형곡동,외 1필지)",경상북도 구미시 형곡동 159-7 외 1필지 ,054-452-2893,054-480-5598,경상북도 구미시청
일반음식점,행복폐백,"경상북도 구미시 야은로 757 (신평동,외3필지 2층)",경상북도 구미시 신평동 134-2 외3필지 2층 ,054-464-6263,054-480-5598,경상북도 구미시청
일반음식점,신전떡볶이인동점,"경상북도 구미시 인동중앙로10길 11, 1층 (인의동)",경상북도 구미시 인의동 435-2 1층 ,054-474-6332,054-480-5598,경상북도 구미시청
일반음식점,백두산대반점,경상북도 구미시 산호대로25길 25-2 (옥계동),경상북도 구미시 옥계동 625-6 ,054-475-7302,054-480-5598,경상북도 구미시청
일반음식점,통나무집,경상북도 구미시 신시로10길 63-2 (송정동),경상북도 구미시 송정동 480-1 ,,054-480-5598,경상북도 구미시청
일반음식점,멕시카나진평점,"경상북도 구미시 인동35길 33-1, 상가동 202호 (인의동)",경상북도 구미시 인의동 986 상가동 202호,054-472-4477,054-480-5598,경상북도 구미시청
일반음식점,고맛집왕갈비,"경상북도 구미시 산호대로 187 (공단동,낙동상가 202호)",경상북도 구미시 공단동 262 낙동상가 202호 ,054-463-1294,054-480-5598,경상북도 구미시청
일반음식점,퍼무리원평점,경상북도 구미시 송원서로2길 63 (원평동),경상북도 구미시 원평동 1064-5 ,054-455-8040,054-480-5598,경상북도 구미시청
일반음식점,동쪽하늘,경상북도 구미시 지주중류4길 15-15 (오태동),경상북도 구미시 오태동 51-4 ,054-465-0118,054-480-5598,경상북도 구미시청
일반음식점,고향마을,경상북도 구미시 송동로 204 (도량동),경상북도 구미시 도량동 16-2 ,054-442-5060,054-480-5598,경상북도 구미시청
일반음식점,공감몽글계란덮밥,"경상북도 구미시 신시로8길 8-10, 1층 (형곡동)",경상북도 구미시 형곡동 857-4 1층 ,054-457-6755,054-480-5598,경상북도 구미시청
일반음식점,천안문,경상북도 구미시 봉곡로10길 10 (봉곡동),경상북도 구미시 봉곡동 426-2 ,054-444-1008,054-480-5598,경상북도 구미시청
일반음식점,서울칡냉면,"경상북도 구미시 송동로 162, 지하층 004호 (도량동, 도량파크맨션상가)",경상북도 구미시 도량동 77 도량파크맨션상가  지하004호 ,054-442-3011,054-480-5598,경상북도 구미시청
일반음식점,신평점금룡,"경상북도 구미시 구미대로 404-16, 1층 (신평동)",경상북도 구미시 신평동 128-11 1층 ,054-456-3366,054-480-5598,경상북도 구미시청
일반음식점,원조가오리,경상북도 구미시 형곡서로 40 (형곡동),경상북도 구미시 형곡동 314-14 ,054-453-9151,054-480-5598,경상북도 구미시청
일반음식점,우미관,경상북도 구미시 봉곡로 68-1 (봉곡동),경상북도 구미시 봉곡동 433-1 ,054-453-0045,054-480-5598,경상북도 구미시청
일반음식점,금솔막창,"경상북도 구미시 형곡중앙로 14, 우공프라자 1층 29,30호 (형곡동)","경상북도 구미시 형곡동 151-4 우공프라자 1층 29,30호",054-455-9293,054-480-5598,경상북도 구미시청
일반음식점,카르마호프식당,"경상북도 구미시 형곡서로 21-3 (형곡동,104호)",경상북도 구미시 형곡동 364 104호 ,054-455-0514,054-480-5598,경상북도 구미시청
일반음식점,고래새참,경상북도 구미시 신시로 14-1 (형곡동),경상북도 구미시 형곡동 186-11 ,054-451-2112,054-480-5598,경상북도 구미시청
일반음식점,천생산칼국수,"경상북도 구미시 인동가산로 370-10, 1층 (구평동)",경상북도 구미시 구평동 311-1 1층 ,054-476-0333,054-480-5598,경상북도 구미시청
일반음식점,복개천산오징어,경상북도 구미시 신시로10길 63-2 (송정동),경상북도 구미시 송정동 480-1 ,054-458-4131,054-480-5598,경상북도 구미시청
일반음식점,어촌마을1호점,경상북도 구미시 형곡서로 42 (형곡동),경상북도 구미시 형곡동 314-10 ,054-454-2008,054-480-5598,경상북도 구미시청
일반음식점,원평황소막창,경상북도 구미시 구미중앙로21길 20-1 (원평동),경상북도 구미시 원평동 319-8 ,054-457-6428,054-480-5598,경상북도 구미시청
일반음식점,박서연막창곱창,경상북도 구미시 송동로 177 (도량동),경상북도 구미시 도량동 27 ,054-444-0003,054-480-5598,경상북도 구미시청
일반음식점,가야만두,"경상북도 구미시 형곡동로6길 5-10 (형곡동,103호)",경상북도 구미시 형곡동 333 103호 ,054-455-3375,054-480-5598,경상북도 구미시청
일반음식점,비비큐치킨신평점,"경상북도 구미시 칠성로2길 41, 1층 103,105호 (신평동)","경상북도 구미시 신평동 150-49 1층 103,105호 ",054-465-2120,054-480-5598,경상북도 구미시청
일반음식점,두꺼비왕족발보쌈,경상북도 구미시 인동북길 181-2 (구평동),경상북도 구미시 구평동 442-13 ,054-472-9387,054-480-5598,경상북도 구미시청
일반음식점,청마루감자탕 등뼈찜,경상북도 구미시 구미대로32길 5-12 (신평동),경상북도 구미시 신평동 115-9 ,054-464-1561,054-480-5598,경상북도 구미시청
일반음식점,벨빌베이크하우스금오산점,경상북도 구미시 금오산로 217-11 (남통동),경상북도 구미시 남통동 156 ,054-457-9393,054-480-5598,경상북도 구미시청
일반음식점,바로그집,경상북도 구미시 금오산로16길 26 (원평동),경상북도 구미시 원평동 440-1 ,054-452-8009,054-480-5598,경상북도 구미시청
일반음식점,다미분식,경상북도 구미시 인동중앙로1길 18 (황상동),경상북도 구미시 황상동 313-3 ,054-472-1991,054-480-5598,경상북도 구미시청
일반음식점,애모꽃게장본점,경상북도 구미시 금오시장로6길 7 (원평동),경상북도 구미시 원평동 1032-32 ,054-454-6745,054-480-5598,경상북도 구미시청
일반음식점,돈돼지맛돼지,경상북도 구미시 역전로2길 14 (원평동),경상북도 구미시 원평동 155 ,054-456-0096,054-480-5598,경상북도 구미시청
일반음식점,쎄븐꽃게장,"경상북도 구미시 구미중앙로27길 9, 1층 (원평동)",경상북도 구미시 원평동 1032-45 1층 ,054-455-7726,054-480-5598,경상북도 구미시청
일반음식점,마산아구찜옥계점,경상북도 구미시 흥안로1길 13-76 (옥계동),경상북도 구미시 옥계동 565-5 ,054-475-8266,054-480-5598,경상북도 구미시청
일반음식점,비비큐상모점,"경상북도 구미시 상사서로 11, 901동 105호 (상모동, 신세계타운2단지)",경상북도 구미시 상모동 76-1 신세계타운2단지 901동 105호,054-464-4447,054-480-5598,경상북도 구미시청
일반음식점,꼬치스,경상북도 구미시 구미중앙로19길 19 (원평동),경상북도 구미시 원평동 220-2 ,054-458-5506,054-480-5598,경상북도 구미시청
일반음식점,소문난부자돼지국밥상모사곡점,"경상북도 구미시 상모로8길 46 (상모동, 2동)",경상북도 구미시 상모동 73-5 2동 ,054-462-5333,054-480-5598,경상북도 구미시청
일반음식점,타이무카타,"경상북도 구미시 구미중앙로19길 11, 2층 (원평동)",경상북도 구미시 원평동 370-20 2층 ,054-455-8492,054-480-5598,경상북도 구미시청
일반음식점,월성해물,경상북도 구미시 선산읍 선주로 107,경상북도 구미시 선산읍 완전리 48-12 ,054-481-5367,054-480-5598,경상북도 구미시청
일반음식점,천석골선산점,경상북도 구미시 선산읍 선산대로 1669-4,경상북도 구미시 선산읍 교리 14-1 ,054-481-0581,054-480-5598,경상북도 구미시청
일반음식점,시장순대국밥,경상북도 구미시 선산읍 남문로 21,경상북도 구미시 선산읍 완전리 251-3 ,054-482-9955,054-480-5598,경상북도 구미시청
일반음식점,막창고을,"경상북도 구미시 선산읍 단계서길 37 (,48)","경상북도 구미시 선산읍 완전리 432-24 ,48 ",054-482-4950,054-480-5598,경상북도 구미시청
일반음식점,청원얼큰이,경상북도 구미시 선산읍 동교5길 16-1,경상북도 구미시 선산읍 교리 1155-5 ,054-481-9995,054-480-5598,경상북도 구미시청
일반음식점,늘행복식당,경상북도 구미시 고아읍 봉한4길 17,경상북도 구미시 고아읍 봉한리 911-101 ,054-458-0330,054-480-5598,경상북도 구미시청
일반음식점,봉순이굴국밥 원호점,경상북도 구미시 고아읍 문장로25길 6-5,경상북도 구미시 고아읍 원호리 427-16 ,054-443-5253,054-480-5598,경상북도 구미시청
일반음식점,옥성칼국수,경상북도 구미시 옥성면 주아2길 18-1,경상북도 구미시 옥성면 주아리 161-1 ,054-481-7337,054-480-5598,경상북도 구미시청
일반음식점,산동엄마손,경상북도 구미시 산동읍 강동로 1038-10,경상북도 구미시 산동읍 적림리 77-1 ,054-475-3183,054-480-5598,경상북도 구미시청
일반음식점,골프존카운티선산클럽하우스,"경상북도 구미시 산동읍 강동로 953-73, 2층","경상북도 구미시 산동읍 인덕리 산 41 ,43-1,674-1,674-2 ",,054-480-5598,경상북도 구미시청
일반음식점,대한매운탕,경상북도 구미시 산동읍 강동로 982,경상북도 구미시 산동읍 동곡리 550-1 ,054-472-1998,054-480-5598,경상북도 구미시청
일반음식점,인천식당,경상북도 구미시 장천면 강동로 177-4,경상북도 구미시 장천면 상장리 890-1 ,054-471-5316,054-480-5598,경상북도 구미시청
일반음식점,장천한우촌,"경상북도 구미시 산동읍 산호대로43길 8-2, 1동 1층",경상북도 구미시 산동읍 봉산리 388 1층 1동 ,054-471-4242,054-480-5598,경상북도 구미시청
일반음식점,강릉식당,경상북도 구미시 해평면 강동로 1626,경상북도 구미시 해평면 낙성리 139-2 ,054-474-6448,054-480-5598,경상북도 구미시청
일반음식점,대청마루옛날손짜장,경상북도 구미시 고아읍 선산대로 1221,경상북도 구미시 고아읍 오로리 471-11 ,054-481-3315,054-480-5598,경상북도 구미시청
일반음식점,지코바숯불양념치킨,경상북도 구미시 고아읍 문장로27길 6-3 (110호),경상북도 구미시 고아읍 원호리 411-10 110호 ,054-441-1009,054-480-5598,경상북도 구미시청
일반음식점,진주네청정미나리,"경상북도 구미시 해평면 도리사로 215 (,1층)","경상북도 구미시 해평면 송곡리 341-2 ,1층 ",054-474-6561,054-480-5598,경상북도 구미시청
일반음식점,골프존카운티선산6티하우스,경상북도 구미시 산동읍 강동로 953-73,경상북도 구미시 산동읍 신당리 산 1-2 외 17필지 ,054-473-6200,054-480-5598,경상북도 구미시청
일반음식점,골프존카운티선산15티하우스,경상북도 구미시 산동읍 강동로 953-73,경상북도 구미시 산동읍 신당리 산 1-2 ,054-473-6200,054-480-5598,경상북도 구미시청
일반음식점,구미사철식당,"경상북도 구미시 고아읍 문성로6길 5, 주1동 1층",경상북도 구미시 고아읍 문성리 1500 1층 주1동 ,054-455-8983,054-480-5598,경상북도 구미시청
일반음식점,오찬만찬밥상,경상북도 구미시 선산읍 선산중앙로 20,경상북도 구미시 선산읍 이문리 132-3 ,054-482-4599,054-480-5598,경상북도 구미시청
일반음식점,토종흑염소식육식당,경상북도 구미시 장천면 강동로 302-22,경상북도 구미시 장천면 묵어리 1113-1 ,,054-480-5598,경상북도 구미시청
일반음식점,시골생막창형곡점,경상북도 구미시 형곡서로 60 (형곡동),경상북도 구미시 형곡동 279-10 ,054-455-2434,054-480-5598,경상북도 구미시청
일반음식점,우리아지트,"경상북도 구미시 송동로 141, 208호 (도량동, 도량3주공아파트상가)",경상북도 구미시 도량동 91 도량3주공아파트상가 208호,054-442-4757,054-480-5598,경상북도 구미시청
일반음식점,내허쉬,"경상북도 구미시 구미중앙로11길 17, 1층 (원평동)",경상북도 구미시 원평동 120-17 1층 ,054-455-8618,054-480-5598,경상북도 구미시청
일반음식점,신평만포장,경상북도 구미시 야은로 763 (신평동),경상북도 구미시 신평동 132-7 ,054-462-1668,054-480-5598,경상북도 구미시청
일반음식점,평양아바이순대국밥,"경상북도 구미시 고아읍 들성로 61, 2동 1층",경상북도 구미시 고아읍 원호리 430-1 1층 2동 ,054-442-8998,054-480-5598,경상북도 구미시청
일반음식점,돈이랑오리,경상북도 구미시 형곡로 43 (형곡동),경상북도 구미시 형곡동 111-1 ,054-455-3392,054-480-5598,경상북도 구미시청
일반음식점,맛자랑매운탕,"경상북도 구미시 산호대로 415, 1층 (비산동)",경상북도 구미시 비산동 19-13 1층 ,054-463-6003,054-480-5598,경상북도 구미시청
일반음식점,시골숯불양념치킨,경상북도 구미시 임은3길 6 (임은동),경상북도 구미시 임은동 324-2 ,054-463-5773,054-480-5598,경상북도 구미시청
일반음식점,쌍마루,"경상북도 구미시 산호대로 213, 1층 105, 106호 (공단동)","경상북도 구미시 공단동 252 1층 105, 106호 ",054-463-4948,054-480-5598,경상북도 구미시청
일반음식점,녹담,경상북도 구미시 1공단로7길 86-9 (공단동),경상북도 구미시 공단동 201 ,054-464-1666,054-480-5598,경상북도 구미시청
일반음식점,시골쌈밥집,경상북도 구미시 인동중앙로7길 10 (황상동),경상북도 구미시 황상동 280-7 ,054-472-9228,054-480-5598,경상북도 구미시청
일반음식점,국시앤포차,"경상북도 구미시 인동중앙로5길 28-18, 1층 101호 (황상동)",경상북도 구미시 황상동 301-16 1층 101호,054-475-0019,054-480-5598,경상북도 구미시청
일반음식점,본토박이,"경상북도 구미시 검성로 60-1, 1층 (황상동)",경상북도 구미시 황상동 201-17 1층 ,054-472-8477,054-480-5598,경상북도 구미시청
일반음식점,갑돌이와갑순이,경상북도 구미시 금오산상가길 9-4 (남통동),경상북도 구미시 남통동 270-6 ,054-452-6005,054-480-5598,경상북도 구미시청
일반음식점,천하태평,경상북도 구미시 금오산상가길 9-8 (남통동),경상북도 구미시 남통동 270-3 ,054-455-6838,054-480-5598,경상북도 구미시청
일반음식점,가을동화,경상북도 구미시 금오산상가길 9-12 (남통동),경상북도 구미시 남통동 291 ,054-452-5456,054-480-5598,경상북도 구미시청
일반음식점,여우비,경상북도 구미시 금오산상가길 9-12 (남통동),경상북도 구미시 남통동 291 ,054-455-1355,054-480-5598,경상북도 구미시청
일반음식점,세다리식당,경상북도 구미시 칠성로2길 47 (신평동),경상북도 구미시 신평동 150-17 ,054-463-2204,054-480-5598,경상북도 구미시청
일반음식점,동아루반점,"경상북도 구미시 송원동로 36, 1층 (송정동)",경상북도 구미시 송정동 61-10 1층 ,054-452-0445,054-480-5598,경상북도 구미시청
일반음식점,진성각식당,경상북도 구미시 신시로10길 100 (송정동),경상북도 구미시 송정동 489 ,054-456-6608,054-480-5598,경상북도 구미시청
일반음식점,이조선산곱창,경상북도 구미시 신시로10길 7-5 (송정동),경상북도 구미시 송정동 464-2 ,054-455-3188,054-480-5598,경상북도 구미시청
일반음식점,새월식당,"경상북도 구미시 인동가산로 590 (신동,1층,2층)","경상북도 구미시 신동 56-3 1층,2층 ",054-471-1176,054-480-5598,경상북도 구미시청
일반음식점,투다리형곡1호점,경상북도 구미시 신시로 31 (형곡동),경상북도 구미시 형곡동 169-14 ,054-455-9217,054-480-5598,경상북도 구미시청
일반음식점,맥시칸임은체인점,경상북도 구미시 임은길 58 (임은동),경상북도 구미시 임은동 377-5 ,054-461-7888,054-480-5598,경상북도 구미시청
일반음식점,학짬뽕인동점,경상북도 구미시 인동중앙로 56-4 (인의동),경상북도 구미시 인의동 346-7 ,054-472-6269,054-480-5598,경상북도 구미시청
일반음식점,흑산도세꼬시식당,"경상북도 구미시 신시로16길 75, 1층 (송정동)",경상북도 구미시 송정동 458-11 1층 ,054-451-7288,054-480-5598,경상북도 구미시청
일반음식점,지리산토담흑돈깜돈,경상북도 구미시 구미중앙로44길 12-1 (송정동),경상북도 구미시 송정동 447-15 ,054-455-9813,054-480-5598,경상북도 구미시청
일반음식점,본전순대식당,"경상북도 구미시 형곡로 186, 1층9호 (형곡동, 형곡중앙시장)",경상북도 구미시 형곡동 321 형곡중앙시장 1층9호 ,054-453-2553,054-480-5598,경상북도 구미시청
일반음식점,짱서방식당,"경상북도 구미시 송원동로 38 (송정동,3층 8호)",경상북도 구미시 송정동 61 3층 8호 ,054-456-4606,054-480-5598,경상북도 구미시청
일반음식점,오리숯불구이올이,경상북도 구미시 송원서로2길 51 (원평동),경상북도 구미시 원평동 1065-12 ,054-455-7655,054-480-5598,경상북도 구미시청
일반음식점,먹골,경상북도 구미시 인동중앙로13길 13 (황상동),경상북도 구미시 황상동 320-20 ,,054-480-5598,경상북도 구미시청
일반음식점,곱창명가선산곱창,경상북도 구미시 구미대로 402 (신평동),경상북도 구미시 신평동 124-4 ,054-451-8090,054-480-5598,경상북도 구미시청
일반음식점,은주고을,경상북도 구미시 신시로26길 17 (송정동),경상북도 구미시 송정동 10-10 ,054-456-3614,054-480-5598,경상북도 구미시청
일반음식점,막무가내,경상북도 구미시 인동중앙로 55 (황상동),경상북도 구미시 황상동 338-5 ,054-473-8300,054-480-5598,경상북도 구미시청
일반음식점,풍년식당,"경상북도 구미시 비산로1안길 17-2 (비산동,1층)",경상북도 구미시 비산동 481 1층 ,054-463-7212,054-480-5598,경상북도 구미시청
일반음식점,슈베식당,"경상북도 구미시 신시로 4 (형곡동,수산빌딩 201호)",경상북도 구미시 형곡동 186-6 수산빌딩 201호 ,054-454-6703,054-480-5598,경상북도 구미시청
일반음식점,예진각식당,경상북도 구미시 산업로 320-1 (원평동),경상북도 구미시 원평동 1077 ,054-451-0133,054-480-5598,경상북도 구미시청
일반음식점,오도리막창,"경상북도 구미시 개화길 54 (도량동,1층)",경상북도 구미시 도량동 792-304 1층 ,054-442-5202,054-480-5598,경상북도 구미시청
일반음식점,고향훈제식당,"경상북도 구미시 금오시장로 13 (원평동,번지 175,176,195,196,197,198호)","경상북도 구미시 원평동 1028-2 번지 175,176,195,196,197,198호 ",054-453-4745,054-480-5598,경상북도 구미시청
일반음식점,동해해물탕 송정점,"경상북도 구미시 신시로16길 59, 1층 (송정동)",경상북도 구미시 송정동 459-6 1층 ,054-452-0900,054-480-5598,경상북도 구미시청
일반음식점,원대복집인동점,"경상북도 구미시 인동남길 38 (진평동,1층)",경상북도 구미시 진평동 1039-2 1층 ,054-471-4986,054-480-5598,경상북도 구미시청
일반음식점,지코바숯불양념치킨송정점,경상북도 구미시 백산로 151 (송정동),경상북도 구미시 송정동 183 ,054-455-3914,054-480-5598,경상북도 구미시청
일반음식점,삼정회,경상북도 구미시 인동남길 8 (진평동),경상북도 구미시 진평동 1036-4 ,054-476-7006,054-480-5598,경상북도 구미시청
일반음식점,장인왕대나무밥대나무삼계탕인동점,경상북도 구미시 인동남길 30 (진평동),경상북도 구미시 진평동 1038-7 ,054-471-0292,054-480-5598,경상북도 구미시청
일반음식점,생수식당,"경상북도 구미시 3공단1로 302-7 (임수동,공구상가 21호)",경상북도 구미시 임수동 92-9 공구상가 21호 ,054-471-1621,054-480-5598,경상북도 구미시청
일반음식점,탕자감감자탕,"경상북도 구미시 인동가산로 14 (진평동,외2필지시네마월드113호)",경상북도 구미시 진평동 1023-1 외2필지시네마월드113호 ,054-474-1200,054-480-5598,경상북도 구미시청
