store_name,addr,legal_dong,dong,category,store_name_clean
더벤티구미공단점,"경상북도 구미시 1공단로5길 86-15, 베스트웨스턴구미호텔 가동 1층 (공단동)",공단동,공단동,커피전문점,더벤티구미공단점
할리스구미상모사곡점,"경상북도 구미시 박정희로 259, 주1동 1층 (사곡동)",사곡동,상모사곡동,커피전문점,할리스구미상모사곡점
폴라로이드카페,"경상북도 구미시 송원서로6길 34-8, 1층 (원평동)",원평동,원평동,커피전문점,폴라로이드카페
이딸라카페,"경상북도 구미시 선산읍 단계동길 24, 선산시장 A동 2층 59,60호",선산읍,선산읍,커피전문점,이딸라카페
메가엠지씨커피구미상모점,"경상북도 구미시 상사서로 55, 상모프라자 1층 112호 (상모동)",상모동,상모사곡동,커피전문점,메가엠지씨커피구미상모점
더벤티구미문화예술회관점,"경상북도 구미시 백산로 145, 상가동 1층 104호 (송정동)",송정동,송정동,커피전문점,더벤티구미문화예술회관점
읍천리382상모사곡점,"경상북도 구미시 상사서로 60, 1층 (상모동)",상모동,상모사곡동,커피전문점,읍천리382상모사곡점
컴포즈커피구미1공단점,"경상북도 구미시 산호대로 213, 1층 112호 (공단동)",공단동,공단동,커피전문점,컴포즈커피구미1공단점
터무니커피,"경상북도 구미시 원남로1길 32, 1층 (남통동)",남통동,선주원남동,커피전문점,터무니커피
한영북카페,"경상북도 구미시 산호대로 253, 1층 (공단동)",공단동,공단동,커피전문점,한영북카페
천씨씨커피구미신평점,"경상북도 구미시 구미대로 398, 가동 1층 (신평동)",신평동,신평1동,커피전문점,천씨씨커피구미신평점
오늘의카페,"경상북도 구미시 문장로12길 5-18, 1층 (도량동)",도량동,도량동,커피전문점,오늘의카페
더벤티구미3공단점,"경상북도 구미시 3공단1로 284, 태영빌딩 1층 (임수동)",임수동,진미동,커피전문점,더벤티구미3공단점
빽다방구미4공단점,"경상북도 구미시 산동읍 첨단기업1로 10, 1층",산동읍,산동읍,커피전문점,빽다방구미4공단점
공차구미문성점,"경상북도 구미시 고아읍 들성로 177, 1동 1층",고아읍,고아읍,커피전문점,공차구미문성점
파스쿠찌구미역점,"경상북도 구미시 구미중앙로13길 6, 주1동 1,2층 (원평동)",원평동,원평동,커피전문점,파스쿠찌구미역점
더벤티선산점,"경상북도 구미시 선산읍 남문로 54-1, 1층",선산읍,선산읍,커피전문점,더벤티선산점
더벤티산동점,"경상북도 구미시 산동읍 동백로 6, 1층",산동읍,산동읍,커피전문점,더벤티산동점
스테이카페,"경상북도 구미시 산동읍 옥계2공단로 583, 1동 1층",산동읍,산동읍,커피전문점,스테이카페
에이바우트커피구미봉곡점,"경상북도 구미시 봉곡로18길 24, 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,에이바우트커피구미봉곡점
요기디저트,"경상북도 구미시 인동38길 9-8, 종합프라자 1층 106호 (구평동)",구평동,인동동,제과점/아이스크림,요기디저트
폴바셋구미봉곡DT점,"경상북도 구미시 야은로 274, 주1동 1,2층 (봉곡동)",봉곡동,선주원남동,커피전문점,폴바셋구미봉곡dt점
엠마베이커리,"경상북도 구미시 신시로 74, 1층 (형곡동)",형곡동,형곡1동,제과점/아이스크림,엠마베이커리
이디야커피구미임은DI점,"경상북도 구미시 왕산로5길 13, 주2동 1층 (임은동)",임은동,임오동,커피전문점,이디야커피구미임은di점
트리플카페,"경상북도 구미시 상사동로 41, A동 1층 (상모동)",상모동,상모사곡동,커피전문점,트리플카페
하우커피옥계점,"경상북도 구미시 산호대로25길 16, 1층 (옥계동)",옥계동,양포동,커피전문점,하우커피옥계점
메가엠지씨커피구미인동점,"경상북도 구미시 인동가산로 15-5, 1층 (황상동)",황상동,인동동,커피전문점,메가엠지씨커피구미인동점
더벤티구미사곡역점,"경상북도 구미시 상사서로 176, 1층 (사곡동)",사곡동,상모사곡동,커피전문점,더벤티구미사곡역점
텐퍼센트커피구미공단점,"경상북도 구미시 1공단로 212, 1층 102호 (공단동)",공단동,공단동,커피전문점,텐퍼센트커피구미공단점
엘림카페,"경상북도 구미시 금오산로18길 10, 1층 (원평동)",원평동,원평동,커피전문점,엘림카페
에이바우트인동점,"경상북도 구미시 인동북길 43, 1층 (인의동)",인의동,인동동,커피전문점,에이바우트인동점
카페인중독봉곡점,"경상북도 구미시 봉곡로 131, 1동 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,카페인중독봉곡점
스타벅스구미인의DT점,"경상북도 구미시 인동북길 149, 주1동 1,2층 (인의동)",인의동,인동동,커피전문점,스타벅스구미인의dt점
카페보스구미송정점,"경상북도 구미시 신시로10길 56, 1층 (송정동)",송정동,송정동,커피전문점,카페보스구미송정점
쥬씨구미산동점,"경상북도 구미시 산동읍 신당2로1길 6, 상가2동 1층 108호",산동읍,산동읍,커피전문점,쥬씨구미산동점
카페소복담,"경상북도 구미시 선산읍 선주로 159, 1동 1층",선산읍,선산읍,커피전문점,카페소복담
커피위더스,"경상북도 구미시 고아읍 대평14길 11, 1동 1층",고아읍,고아읍,커피전문점,커피위더스
상사동커피,"경상북도 구미시 상사동로 143, 1층 101호 (사곡동)",사곡동,상모사곡동,커피전문점,상사동커피
천씨씨커피구평점,"경상북도 구미시 인동36길 5, 1층 (구평동)",구평동,인동동,커피전문점,천씨씨커피구평점
옥이랑커피,"경상북도 구미시 해평면 해평시장1길 11, 1층",해평면,해평면,커피전문점,옥이랑커피
백억커피구미옥계점,"경상북도 구미시 산호대로35길 17, 1층 (옥계동)",옥계동,양포동,커피전문점,백억커피구미옥계점
아주멋진커피클럽,"경상북도 구미시 백산로2길 47, 1층 (송정동)",송정동,송정동,커피전문점,아주멋진커피클럽
더벤티문성점,"경상북도 구미시 고아읍 가들로 32, 1층",고아읍,고아읍,커피전문점,더벤티문성점
커피솜빵,"경상북도 구미시 인동중앙로5길 16-11, 1층 (황상동)",황상동,인동동,커피전문점,커피솜빵
더벤티구미봉곡점,"경상북도 구미시 봉곡남로 116, 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,더벤티구미봉곡점
카페마타마타구미옥계점,"경상북도 구미시 옥계북로 60-1, 1층 (옥계동)",옥계동,양포동,커피전문점,카페마타마타구미옥계점
빽다방구미봉곡점,"경상북도 구미시 봉곡남로 68, 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,빽다방구미봉곡점
차차커피코구미옥계1호점,"경상북도 구미시 옥계북로 34, 원광빌딩 1층 102호 (옥계동)",옥계동,양포동,커피전문점,차차커피코구미옥계1호점
커피우드옥계점,"경상북도 구미시 산호대로35길 9, 1층 (옥계동)",옥계동,양포동,커피전문점,커피우드옥계점
할리스구미오태DT점,"경상북도 구미시 금오대로 320, 주1동 1,2층 (오태동)",오태동,임오동,커피전문점,할리스구미오태dt점
몬스터커피구미원평아이파크더샵점,"경상북도 구미시 금오산로6길 12, 402동 1층 105호 (원평동, 구미아이파크더샵아파트)",원평동,원평동,커피전문점,몬스터커피구미원평아이파크더샵점
카페게코블랑,"경상북도 구미시 금오산로22길 36-15, 나동 1층 (원평동)",원평동,원평동,커피전문점,카페게코블랑
1리터리얼커피비산점,"경상북도 구미시 신비로 125, 나동 1층 (비산동)",비산동,비산동,커피전문점,1리터리얼커피비산점
이디야커피구미상모점,"경상북도 구미시 박정희로 99-7, 2층 (상모동)",상모동,상모사곡동,커피전문점,이디야커피구미상모점
팜플라워카페,"경상북도 구미시 산동읍 해마루공원로 345, C동 1층",산동읍,산동읍,커피전문점,팜플라워카페
오느레케이크,"경상북도 구미시 인동7길 6, 105호 (인의동, 진흥3차명문빌라)",인의동,인동동,제과점/아이스크림,오느레케이크
투썸플레이스구미원평디티점,"경상북도 구미시 산업로 196, 1,2층 (원평동)",원평동,원평동,커피전문점,투썸플레이스구미원평디티점
메가엠지씨커피구미문성점,"경상북도 구미시 고아읍 문성로 17, 1층",고아읍,고아읍,커피전문점,메가엠지씨커피구미문성점
베이커리카페두이두이,"경상북도 구미시 인동60길 7, 나동 1층 (구평동)",구평동,인동동,제과점/아이스크림,베이커리카페두이두이
더벤티구미광평점,"경상북도 구미시 구미대로 186-22, 상가동 1층 103호 (광평동)",광평동,광평동,커피전문점,더벤티구미광평점
하삼동커피원평점,"경상북도 구미시 구미중앙로17길 21, 1층 (원평동)",원평동,원평동,커피전문점,하삼동커피원평점
백억커피구미진평점,"경상북도 구미시 인동26길 35-2, 1층 (진평동)",진평동,진미동,커피전문점,백억커피구미진평점
텐퍼센트송정점,"경상북도 구미시 송정대로 96, 1층 (송정동)",송정동,송정동,커피전문점,텐퍼센트송정점
까페마중,"경상북도 구미시 무을면 안곡2길 57-2, 주1동 1층",무을면,무을면,커피전문점,까페마중
카페보스구미상모점,"경상북도 구미시 상사동로 62, 1층 (임은동)",임은동,임오동,커피전문점,카페보스구미상모점
카페플렉스,"경상북도 구미시 산업로4길 42, 1층 (원평동)",원평동,원평동,커피전문점,카페플렉스
에이바우트상모사곡점,"경상북도 구미시 상사동로24길 8, 1층 (사곡동)",사곡동,상모사곡동,커피전문점,에이바우트상모사곡점
더벤티구미도산초교점,"경상북도 구미시 문장로 86-2, 1층 (도량동)",도량동,도량동,커피전문점,더벤티구미도산초교점
카페빅터,"경상북도 구미시 산호대로29길 8-10, 1층 (옥계동)",옥계동,양포동,커피전문점,카페빅터
메가엠지씨커피구미산동적림점,"경상북도 구미시 산동읍 강동로 1010-1, 1층",산동읍,산동읍,커피전문점,메가엠지씨커피구미산동적림점
오드커피,"경상북도 구미시 고아읍 신원대로 64-12, 주1동 1층",고아읍,고아읍,커피전문점,오드커피
카페헨젤과그레텔,"경상북도 구미시 봉곡로 48, 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,카페헨젤과그레텔
알커피,"경상북도 구미시 인동38길 15-8, 1층 (구평동)",구평동,인동동,커피전문점,알커피
우즈베이커리구미원호점,"경상북도 구미시 고아읍 평성로10길 5-7, 1,2동 1,2층",고아읍,고아읍,제과점/아이스크림,우즈베이커리구미원호점
밍글스케이크,"경상북도 구미시 구미중앙로15길 13-2, 1층 (원평동)",원평동,원평동,제과점/아이스크림,밍글스케이크
카페일리터형곡점,"경상북도 구미시 형곡로27길 13, 3층 (형곡동)",형곡동,형곡1동,커피전문점,카페일리터형곡점
티파니커피숍,"경상북도 구미시 형곡동로 115, 1층 (형곡동)",형곡동,형곡1동,커피전문점,티파니커피숍
에이바우트커피문성원호점,"경상북도 구미시 고아읍 평성로 34, 주1동 1층",고아읍,고아읍,커피전문점,에이바우트커피문성원호점
산동도서관북카페,"경상북도 구미시 산동읍 신당3로1길 4, 1층",산동읍,산동읍,커피전문점,산동도서관북카페
더벤티구미산동우미린점,"경상북도 구미시 산동읍 신당인덕3로 3, 우미린풀하우스 1동 1층 106호",산동읍,산동읍,커피전문점,더벤티구미산동우미린점
투썸플레이스구미산동점,"경상북도 구미시 산동읍 강동로 1019-6, 1층",산동읍,산동읍,커피전문점,투썸플레이스구미산동점
더벤티옥계에덴점,"경상북도 구미시 흥안로 14, 1층 (옥계동)",옥계동,양포동,커피전문점,더벤티옥계에덴점
하삼동커피봉곡도량점,"경상북도 구미시 봉곡로 176, 1층 101호 (봉곡동)",봉곡동,선주원남동,커피전문점,하삼동커피봉곡도량점
메가엠지씨커피구미사곡역점,"경상북도 구미시 상사서로 173-3, 1층 (사곡동)",사곡동,상모사곡동,커피전문점,메가엠지씨커피구미사곡역점
더리터구미선산점,"경상북도 구미시 선산읍 남문로 46-1, 1층",선산읍,선산읍,커피전문점,더리터구미선산점
더커피구미진평점,"경상북도 구미시 인동26길 44, 1층 (진평동)",진평동,진미동,커피전문점,더커피구미진평점
카페인중독구미산동점,"경상북도 구미시 산동읍 신당1로3길 17-6, 1동 1층 104호",산동읍,산동읍,커피전문점,카페인중독구미산동점
카페정경,"경상북도 구미시 부봉로 64, 1,2층 (부곡동)",부곡동,선주원남동,커피전문점,카페정경
만랩커피구미송정점,"경상북도 구미시 송정대로 77, 1층 104호 (송정동)",송정동,송정동,커피전문점,만랩커피구미송정점
새마을북카페,"경상북도 구미시 박정희로 155, 새마을운동테마공원 전시관 1층 주1동 (상모동)",상모동,상모사곡동,커피전문점,새마을북카페
메가엠지씨커피구미형곡전원점,"경상북도 구미시 형곡동로 103, 1층 103호 (형곡동, 형곡 전원 리빙필)",형곡동,형곡1동,커피전문점,메가엠지씨커피구미형곡전원점
더벤티구미인동하늘채점,"경상북도 구미시 여헌로 40-13, 301동 1층 104호 (인의동, 구미인동하늘채디어반)",인의동,인동동,커피전문점,더벤티구미인동하늘채점
공차롯데마트구미점,"경상북도 구미시 구미대로22길 11, 롯데마트구미점 2층 (신평동)",신평동,신평1동,커피전문점,공차롯데마트구미점
더커피시그니처인동점,"경상북도 구미시 인동중앙로5길 40, 1층 (황상동)",황상동,인동동,커피전문점,더커피시그니처인동점
카페그린리,"경상북도 구미시 인동11길 34-5, 1층 (인의동)",인의동,인동동,커피전문점,카페그린리
빅토리24커피,"경상북도 구미시 봉곡서로5길 11, 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,빅토리24커피
더벤티구미강동점,"경상북도 구미시 인동20길 45, 1층 (진평동)",진평동,진미동,커피전문점,더벤티구미강동점
코드카페,"경상북도 구미시 산동읍 첨단기업1로 17, 구미전자정보기술원 주2(혁신관)동 1층",산동읍,산동읍,커피전문점,코드카페
빽다방구미송정푸르지오점,"경상북도 구미시 백산로 64, 1층 (송정동)",송정동,송정동,커피전문점,빽다방구미송정푸르지오점
마실커피구미상모점,"경상북도 구미시 상모로10길 5-3, 1층 (상모동)",상모동,상모사곡동,커피전문점,마실커피구미상모점
꿀벌카페,"경상북도 구미시 구미대로 174, 홈플러스 구미광평점 지하1층 (광평동)",광평동,광평동,커피전문점,꿀벌카페
카페야은로,"경상북도 구미시 야은로 736, 1층 (신평동)",신평동,신평1동,커피전문점,카페야은로
디저트39구미신평점,"경상북도 구미시 신비로 16, 1층 (신평동)",신평동,신평1동,제과점/아이스크림,디저트39구미신평점
어썸커피,"경상북도 구미시 산동읍 신당4로 115, 나비메디컬타워 1동 1층 110호",산동읍,산동읍,커피전문점,어썸커피
빈이커피구미임은점,"경상북도 구미시 임은길 68, 주2동 1층 (임은동)",임은동,임오동,커피전문점,빈이커피구미임은점
에이바우트커피신평비산점,"경상북도 구미시 구미대로 389-20, 1층 (신평동)",신평동,신평1동,커피전문점,에이바우트커피신평비산점
더커피구미산동점,"경상북도 구미시 산동읍 신당1로2길 10, 아이프라자2차 1층 105호",산동읍,산동읍,커피전문점,더커피구미산동점
더벤티구미도량주공점,"경상북도 구미시 송동로 149, 1층 (도량동)",도량동,도량동,커피전문점,더벤티구미도량주공점
엠유엠커피,"경상북도 구미시 백산로 82, 1층 (송정동)",송정동,송정동,커피전문점,엠유엠커피
까페라헨느,경상북도 구미시 봉곡남로9길 21 (봉곡동),봉곡동,선주원남동,커피전문점,까페라헨느
벌툰만화까페구미원평점,"경상북도 구미시 구미중앙로 113 (원평동, 2층)",원평동,원평동,커피전문점,벌툰만화까페구미원평점
분식까페,"경상북도 구미시 금오시장로4길 5-6, 1층 (원평동)",원평동,원평동,커피전문점,분식까페
길까페포차,"경상북도 구미시 인동38길 15-7, 구평종합프라자 1층 110호 (구평동)",구평동,인동동,커피전문점,길까페포차
이기자민속카페,경상북도 구미시 봉곡남로18길 15-2 (봉곡동),봉곡동,선주원남동,커피전문점,이기자민속카페
파크베이커리카페신동점,"경상북도 구미시 인동가산로 473-24, 1층 (신동)",신동,양포동,제과점/아이스크림,파크베이커리카페신동점
본죽앤비빔밥카페 구미역점,"경상북도 구미시 구미중앙로 91 (원평동, 1층)",원평동,원평동,커피전문점,본죽앤비빔밥카페구미역점
뮤즈라이브카페,"경상북도 구미시 신시로 68-5 (형곡동,지하)",형곡동,형곡1동,커피전문점,뮤즈라이브카페
본죽앤비빔밥카페옥계점,"경상북도 구미시 옥계북로 17 (옥계동,(지번확정))",옥계동,양포동,커피전문점,본죽앤비빔밥카페옥계점
카페123,경상북도 구미시 구미중앙로 72 (원평동),원평동,원평동,커피전문점,카페123
카페삼겹살,"경상북도 구미시 인동가산로 337-28 (구평동,1층)",구평동,인동동,커피전문점,카페삼겹살
구미8층7080라이브카페,"경상북도 구미시 봉곡로 100 (봉곡동,8층)",봉곡동,선주원남동,커피전문점,구미8층7080라이브카페
카페홍,"경상북도 구미시 산호대로33길 6-67, 1층 (옥계동)",옥계동,양포동,커피전문점,카페홍
카페풍경,"경상북도 구미시 금오산상가길 9-12 (남통동,3호 2층)",남통동,선주원남동,커피전문점,카페풍경
라이브카페바바라,"경상북도 구미시 원남로 7 (남통동,501호)",남통동,선주원남동,커피전문점,라이브카페바바라
김밥in카페,"경상북도 구미시 인동중앙로6길 39, 1층 (인의동)",인의동,인동동,커피전문점,김밥in카페
카페블랑,"경상북도 구미시 선기로2길 5-48, 1층 (선기동)",선기동,선주원남동,커피전문점,카페블랑
카페미술관,"경상북도 구미시 인동50길 15, B동 1층 (구평동, 외3필지1층)",구평동,인동동,커피전문점,카페미술관
7080라이브카페,"경상북도 구미시 옥계2공단로 264-4, 가동 2층 (구포동)",구포동,양포동,커피전문점,7080라이브카페
카페희,"경상북도 구미시 고아읍 들성로9길 29, 201동 1층 101호",고아읍,고아읍,커피전문점,카페희
소풍카페,"경상북도 구미시 신시로10길 110-5, 1층 (송정동)",송정동,송정동,커피전문점,소풍카페
7080민들레라이브카페,"경상북도 구미시 원남로 51, 지하 101호 (원평동, 청산빌라)",원평동,원평동,커피전문점,7080민들레라이브카페
아담한카페,"경상북도 구미시 검성로 198-14, 1층 (황상동)",황상동,인동동,커피전문점,아담한카페
행아웃라이브카페,"경상북도 구미시 인동36길 6, 8층 (진평동)",진평동,진미동,커피전문점,행아웃라이브카페
카페그곳에,"경상북도 구미시 형곡서로1길 23-11, 1층 (형곡동)",형곡동,형곡1동,커피전문점,카페그곳에
카페인타임,"경상북도 구미시 신비로 121-3, 2층 (비산동)",비산동,비산동,커피전문점,카페인타임
카페메종,"경상북도 구미시 금오산상가길 9-8, 2층 (남통동)",남통동,선주원남동,커피전문점,카페메종
카페언덕,"경상북도 구미시 고아읍 봉한1안길 55-75, 1~2층",고아읍,고아읍,커피전문점,카페언덕
대리사카페,"경상북도 구미시 1공단로 190, 지하1층 (공단동)",공단동,공단동,커피전문점,대리사카페
나인시스터플라워카페,"경상북도 구미시 인동28길 51, 1층 (진평동)",진평동,진미동,커피전문점,나인시스터플라워카페
카페뷰,"경상북도 구미시 산동읍 강동로 862-7, 1동 2층",산동읍,산동읍,커피전문점,카페뷰
카페죽이야기고아문성점,"경상북도 구미시 고아읍 들성로9길 4-13, 1층",고아읍,고아읍,커피전문점,카페죽이야기고아문성점
프리존카페,"경상북도 구미시 성수3길 90, 1,2층 (옥계동)",옥계동,양포동,커피전문점,프리존카페
영프레리키즈카페,"경상북도 구미시 산동읍 신당1로 30, 탑 스퀘어 1동 5층 501호",산동읍,산동읍,커피전문점,영프레리키즈카페
본죽앤비빔밥카페구미산동점,"경상북도 구미시 산동읍 신당1로1길 17-10, 1동 1층 103호",산동읍,산동읍,커피전문점,본죽앤비빔밥카페구미산동점
무궁화커피카페,"경상북도 구미시 해평면 해평시장1길 16-11, 1층",해평면,해평면,커피전문점,무궁화커피카페
에코카페,"경상북도 구미시 산동읍 강동로 876, 2동 1,2층",산동읍,산동읍,커피전문점,에코카페
이춘봉치킨앤내모든카페상모사곡점,"경상북도 구미시 상사동로 105, 1층 (임은동)",임은동,임오동,패스트푸드,이춘봉치킨앤내모든카페상모사곡점
카페로사인동점,"경상북도 구미시 인동중앙로3길 15-1, 1층 (황상동)",황상동,인동동,커피전문점,카페로사인동점
카페2426,"경상북도 구미시 금오대로24길 26, 나동 1층 (오태동)",오태동,임오동,커피전문점,카페2426
좋은날카페,"경상북도 구미시 선산읍 선산중앙로14길 6, 1층",선산읍,선산읍,커피전문점,좋은날카페
카페봄봄구미도개점,"경상북도 구미시 도개면 도안로 115-1, 1층",도개면,도개면,커피전문점,카페봄봄구미도개점
번개7080라이브카페,"경상북도 구미시 인동32길 15, 3층 (진평동)",진평동,진미동,커피전문점,번개7080라이브카페
카페바로크,"경상북도 구미시 산동읍 신당1로1길 17-7, 플러스에비뉴동 503호",산동읍,산동읍,커피전문점,카페바로크
스넥카페,"경상북도 구미시 형곡로 155, 1층 (형곡동)",형곡동,형곡1동,커피전문점,스넥카페
825카페,"경상북도 구미시 수출대로31길 29, 1층 (인의동)",인의동,인동동,커피전문점,825카페
카페있기,"경상북도 구미시 고아읍 문장로22길 37, 한누리타운3차 9(상가)동 2층 201호",고아읍,고아읍,커피전문점,카페있기
카페보리,"경상북도 구미시 구미대로 4, 1층 (임은동)",임은동,임오동,커피전문점,카페보리
카페타로연,"경상북도 구미시 인동28길 9-5, 1층 (진평동)",진평동,진미동,커피전문점,카페타로연
꽃향기카페,"경상북도 구미시 원남로3길 16-1, 1층 (원평동)",원평동,원평동,커피전문점,꽃향기카페
도자예술창고엔갤러리카페,"경상북도 구미시 금오산로 205, 2동 2층 (남통동)",남통동,선주원남동,커피전문점,도자예술창고엔갤러리카페
카페보스구미옥계점,"경상북도 구미시 산호대로24길 9-35, 1층 101호 (옥계동)",옥계동,양포동,커피전문점,카페보스구미옥계점
카페코너,"경상북도 구미시 고아읍 문성로6길 4-14, 주1동 1층",고아읍,고아읍,커피전문점,카페코너
카페다온,"경상북도 구미시 구미중앙로27길 6, 1층 (원평동)",원평동,원평동,커피전문점,카페다온
카페일,"경상북도 구미시 수출대로31길 39-1, 지하1층 (황상동)",황상동,인동동,커피전문점,카페일
카페풀문앤하프문스튜디오,"경상북도 구미시 신시로 3-1, 1층 (형곡동)",형곡동,형곡1동,커피전문점,카페풀문앤하프문스튜디오
카페가토,"경상북도 구미시 옥계북로 7, 2층 (옥계동)",옥계동,양포동,커피전문점,카페가토
카페루비,"경상북도 구미시 역전로4길 5, 1층 (원평동)",원평동,원평동,커피전문점,카페루비
뮤직카페풍금,"경상북도 구미시 봉곡서로 42, 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,뮤직카페풍금
머루랑다래랑카페앤공방,"경상북도 구미시 해평면 도리사로 403-2, 2층",해평면,해평면,커피전문점,머루랑다래랑카페앤공방
우리카페,"경상북도 구미시 선산읍 선산중앙로16길 4-1, 7동 1,2층",선산읍,선산읍,커피전문점,우리카페
카페율,"경상북도 구미시 산동읍 신당인덕1로 131, 중흥에스-클래스에코시티 상가1동 1층 102호",산동읍,산동읍,커피전문점,카페율
코끼리카페,"경상북도 구미시 1공단로 186-15, 1층 (공단동)",공단동,공단동,커피전문점,코끼리카페
시장카페,"경상북도 구미시 선산읍 남문로 19-26, 선산시장 B동 1-4호",선산읍,선산읍,커피전문점,시장카페
수카페,"경상북도 구미시 장천면 강동로 193-8, 1동 1층",장천면,장천면,커피전문점,수카페
투데이카페,"경상북도 구미시 금오산로 33, `1층 (원평동)",원평동,원평동,커피전문점,투데이카페
금오산보리밥앤카페,"경상북도 구미시 금오산로 186, 1층 (남통동)",남통동,선주원남동,커피전문점,금오산보리밥앤카페
빵선수베이커리카페,경상북도 구미시 선산읍 단계동길 68,선산읍,선산읍,제과점/아이스크림,빵선수베이커리카페
카페데니쉬,"경상북도 구미시 상사동로28길 9, 201동 1층 106호 (사곡동, 보성2차황실타운)",사곡동,상모사곡동,커피전문점,카페데니쉬
카페다미,"경상북도 구미시 선산읍 동교5길 20, 1층",선산읍,선산읍,커피전문점,카페다미
정마담식당,경상북도 구미시 선산읍 선산중앙로18길 16,선산읍,선산읍,한식,정마담식당
선산대한곱창본점,"경상북도 구미시 선산읍 남문로 44, 1층",선산읍,선산읍,한식,선산대한곱창본점
시장식육식당,경상북도 구미시 장천면 강동로 189-3,장천면,장천면,한식,시장식육식당
미화식당,경상북도 구미시 선산읍 선산중앙로 96,선산읍,선산읍,한식,미화식당
중앙식당,경상북도 구미시 고아읍 선산대로 676,고아읍,고아읍,한식,중앙식당
동락식당,경상북도 구미시 수출대로 326-19 (임수동),임수동,진미동,한식,동락식당
산동식당,경상북도 구미시 산동읍 강동로 1001,산동읍,산동읍,한식,산동식당
새마을식당,경상북도 구미시 옥성면 주아2길 18-5,옥성면,옥성면,한식,새마을식당
왜관식당,경상북도 구미시 수출대로 326-30 (임수동),임수동,진미동,한식,왜관식당
그집마늘치킨장천점,경상북도 구미시 장천면 강동로 180,장천면,장천면,패스트푸드,그집마늘치킨장천점
삼겹파티공단점,경상북도 구미시 산호대로 199 (공단동),공단동,공단동,한식,삼겹파티공단점
도산식당,경상북도 구미시 지산1길 26 (지산동),지산동,지산동,한식,도산식당
한양매운탕,경상북도 구미시 낙동강변로 694-4 (비산동),비산동,비산동,한식,한양매운탕
완전식당,경상북도 구미시 선산읍 남문로 19-27,선산읍,선산읍,한식,완전식당
태평반점,경상북도 구미시 1공단로7길 86-9 (공단동),공단동,공단동,중식,태평반점
광명식당,경상북도 구미시 선산읍 남문로2길 8-1,선산읍,선산읍,한식,광명식당
상송식당,경상북도 구미시 무을면 상무로 608-8,무을면,무을면,한식,상송식당
산동고향순대식당,경상북도 구미시 산동읍 강동로 1005-6,산동읍,산동읍,한식,산동고향순대식당
새돼지식당,경상북도 구미시 칠성로6길 50 (신평동),신평동,신평1동,한식,새돼지식당
한밭식당,경상북도 구미시 선산읍 선산중앙로 53-2,선산읍,선산읍,한식,한밭식당
캠프김밥사곡점,경상북도 구미시 상사동로 153 (사곡동),사곡동,상모사곡동,한식,캠프김밥사곡점
대구식당,경상북도 구미시 고아읍 선산대로 983-1,고아읍,고아읍,한식,대구식당
신초원식당,경상북도 구미시 송원동로 72 (원평동),원평동,원평동,한식,신초원식당
오거리식당,경상북도 구미시 구미중앙로5길 9 (원평동),원평동,원평동,한식,오거리식당
행복반점,경상북도 구미시 선산읍 선산중앙로16길 19-1,선산읍,선산읍,중식,행복반점
장천식육식당,경상북도 구미시 장천면 강동로 197,장천면,장천면,한식,장천식육식당
화신막창식당,경상북도 구미시 해평면 문량3길 17-2,해평면,해평면,한식,화신막창식당
안성식당,경상북도 구미시 인동중앙로 23-3 (황상동),황상동,인동동,한식,안성식당
나룻터식당(진미동),"경상북도 구미시 수출대로 326-30, 1층 (임수동)",임수동,진미동,한식,나룻터식당(진미동)
일성바베큐,경상북도 구미시 선산읍 선산중앙로8길 19,선산읍,선산읍,양식,일성바베큐
고아반점,경상북도 구미시 고아읍 선산대로 971,고아읍,고아읍,중식,고아반점
소문난장족발본점,"경상북도 구미시 칠성로6길 50, 1층 108,109호 (신평동)",신평동,신평1동,한식,소문난장족발본점
맥시칸양념통닭,경상북도 구미시 인동중앙로8길 8 (인의동),인의동,인동동,패스트푸드,맥시칸양념통닭
시장순대통닭,경상북도 구미시 인동중앙로5길 16-10 (황상동),황상동,인동동,패스트푸드,시장순대통닭
이화보양가든,경상북도 구미시 선산읍 선주로 109,선산읍,선산읍,한식,이화보양가든
모에누베이커리,"경상북도 구미시 고아읍 봉한3길 4, 1층",고아읍,고아읍,제과점/아이스크림,모에누베이커리
비산한식뷔페,"경상북도 구미시 신비로 156, 1층 (비산동)",비산동,비산동,한식,비산한식뷔페
임오식당,경상북도 구미시 임은길 47 (임은동),임은동,임오동,한식,임오식당
딸랑분식,경상북도 구미시 여헌로14길 2 (인의동),인의동,인동동,한식,딸랑분식
처갓집양념치킨구미1호점,경상북도 구미시 칠성로2길 47 (신평동),신평동,신평1동,패스트푸드,처갓집양념치킨구미1호점
해평순대집식당,"경상북도 구미시 인동중앙로 23-3 (황상동,외4필지)",황상동,인동동,한식,해평순대집식당
동네식당,경상북도 구미시 장천면 강동로 177-42,장천면,장천면,한식,동네식당
순이네집밥,"경상북도 구미시 구미중앙로5길 15-5, 1층 (원평동)",원평동,원평동,한식,순이네집밥
